Date;Close;High;Low;Open;Volume
21/03/2023;26.181.997.299.194.300;2.637.487.284.283.390;2.536.452.926.173.850;2.616.301.052.912.080;547408000
22/03/2023;26.450.820.922.851.500;27.571.093.609.171.600;26.219.969.957.500.400;26.407.847.658.541.600;797295000
23/03/2023;2.717.335.319.519.040;27.481.153.869.318.500;26.672.678.890.028.300;27.097.402.305.232.400;564889000
24/03/2023;26.761.619.567.871.000;27.149.368.241.079.900;2.633.789.496.036.660;27.013.456.826.272.400;454920000
27/03/2023;26.513.782.501.220.700;269.824.780.003.573;2.634.788.986.309.700;268.195.836.745.759;361026000
28/03/2023;26.392.858.505.249.000;2.649.579.229.381.830;2.583.322.250.551.300;26.429.835.146.196.600;356104000
29/03/2023;2.696.648.406.982.420;2.706.042.291.764.200;26.579.736.138.825.800;26.807.588.785.589.400;393694000
30/03/2023;2.736.522.674.560.540;27.481.152.585.329.500;2.708.440.898.873.490;27.211.327.368.787.300;364516000
31/03/2023;2.775.897.216.796.870;27.815.934.380.003.300;2.708.740.743.538.730;27.122.384.566.656.100;433933000
03/04/2023;27.946.849.822.998.000;27.981.826.954.201.900;27.318.258.357.219.900;2.749.114.640.923.390;398716000
04/04/2023;274.351.806.640.625;27.981.826.516.516.900;27.289.275.517.291.100;27.947.848.187.847.300;368592000
05/04/2023;2.686.355.209.350.580;26.980.474.822.292.800;2.637.786.749.452.910;26.811.585.800.897.000;515015000
06/04/2023;27.019.451.141.357.400;27.062.422.498.432.700;26.409.846.477.836.500;26.566.744.158.591.700;397654000
10/04/2023;2.756.110.191.345.210;27.603.074.472.787.900;26.651.692.648.954.500;26.805.592.033.185.800;395279000
11/04/2023;271.513.671.875;27.771.964.430.932.800;27.108.393.921.533.400;2.770.600.728.201.990;314378000
12/04/2023;26.477.806.091.308.500;2.745.017.420.598.150;26.430.835.708.972.700;2.735.223.823.307.270;446259000
13/04/2023;26.445.823.669.433.500;26.869.548.260.916.700;2.631.191.176.986.600;267.166.476.867.757;353615000
14/04/2023;26.740.633.010.864.200;26.865.551.883.679.400;26.202.982.075.525.200;26.486.798.151.032.500;395660000
17/04/2023;2.698.447.608.947.750;26.988.473.203.686.300;26.415.845.135.360.800;26.547.759.434.806.400;321471000
18/04/2023;27.649.044.036.865.200;28.091.757.324.454.100;2.733.924.575.942.380;27.515.132.130.784.600;604812000
19/04/2023;27.912.872.314.453.100;2.798.182.777.688.540;2.721.432.656.572.950;27.343.242.553.972.800;358660000
20/04/2023;27.086.408.615.112.300;2.801.180.820.232.440;26.982.476.023.380.700;27.653.040.047.394.500;427713000
21/04/2023;27.101.398.468.017.500;27.165.358.012.841.700;26.704.656.772.926.200;26.934.507.038.823;345103000
24/04/2023;2.702.444.839.477.530;273.482.375.101.197;26.653.688.900.019.200;26.995.467.887.974.800;339282000
25/04/2023;26.223.968.505.859.300;272.293.161.185.349;26.207.980.048.962.100;2.706.042.517.631.060;378527000
26/04/2023;26.938.505.172.729.400;27.312.262.999.046.000;26.687.668.618.436.600;26.984.476.752.537.600;406337000
27/04/2023;27.208.332.061.767.500;27.477.158.506.001.200;2.660.772.223.648.640;27.345.244.195.270.200;377161000
28/04/2023;2.773.099.136.352.530;27.739.984.394.080.400;2.705.342.998.469.080;2.720.733.127.338.200;292216000
